participant_id,typeform_response_id,What is your prolific ID?,"How often have you experienced or witnessed safety-related incidents (e.g., crime, emergencies) in your city that affect how safe you feel?",Do you live North or South of the UK?,How much do you trust local government institutions?,How comfortable are you with understanding and using new technologies?,Response Type,Stage Date (UTC),Status,Custom study tncs accepted at,Deception,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Political affiliation (uk)
2823fac7-4e8c-4cfe-9111-5a99a78e1583,6nfpvbsbe6icv7t36nfy8g5ucg0rlhqx,664cdddf498efcba503a89ef,Often,South,Trust,Very comfortable,completed,,APPROVED,Not Applicable,,26.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
e40d157c-699c-42a0-b05b-d5924c677a57,yp8paatrg248qxiqts7987u3yp8paatr,5d3bfbebfd9694001a2d0f99,Rarely,North,Distrust,Very comfortable,completed,,APPROVED,Not Applicable,,37.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
f0d12717-c76b-4a97-b58a-8ca01b89f37a,ivi5fbkdwe7alprd9livi5fd1tt21ih4,671f9fa9267b74c50e43f6d3,Never,North,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,56.0,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,,Centre
581d0144-51e9-4a32-9965-fe529022c560,8uy0xwcvclb33l0ymhp8uy0owjjdd1oa,6531312fd57d084e7803df3b,Rarely,North,Distrust,Neutral,completed,,APPROVED,Not Applicable,,44.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,,,
fa8862d3-067f-4a5a-ba3b-7868888af568,zsex06zw7dyvf6ytr3muzsextq376uhl,5f68e47097de38085d5f2284,Sometimes,South,Distrust,Comfortable,completed,,APPROVED,Not Applicable,,18.0,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other,Left
3de18c01-6f27-4629-b992-f2a1fe39b1c0,ked4vbn8gesv01rked4vslpmty4zqrdg,6658d105095fc1ce71c51d57,Rarely,North,Distrust,Comfortable,completed,,APPROVED,Not Applicable,,42.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
09657af2-7b1c-47d9-ba3d-e268ff34830b,hmpw98so17gzn50w4cxeqohmpw0pibpc,5e95b16a5a20a7024211e6f5,Sometimes,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,45.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,,,
c09fffc0-96fc-4277-9224-936797f094f1,l0b18rairm1ry0hzul0b1kn902702ge3,5b82d4fda284bc000193094c,Sometimes,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,33.0,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,,,
45c389c9-f216-45b0-8727-6ed55614c12c,w9iablofql416gh0v0w9iabllcljgk1e,66e2a63009fa06e958a34fcf,Never,South,Neutral,Very comfortable,completed,,TIMED-OUT,Not Applicable,,56.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6b3d2f8e-3b18-4ea2-b15f-dd08c3e017ec,jq44n1e77ripcjq44m6mqpgggj9nkd3h,55d51a6b8ce09000127d4821,Rarely,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,35.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
1a4a1296-9772-42bd-90c3-bdd54eae6d23,70ejipc3crv20gcb70ejipcfhi82cx0n,66ddb5abef188172bcfad517,Rarely,North,Trust,Comfortable,completed,,APPROVED,Not Applicable,,50.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
d9aab5f9-511b-40a4-9de7-a9d8ba8bc570,wtsrow1k0hkp0e5f4uwtsrotxwrfnrsv,6082943690602d952ca12cff,Rarely,North,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,34.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
ffb14771-babb-4b3f-a9e4-885e1096bf6d,odchbybqvhhogx2jpsgodchbyakm19d3,5dbf3be9aab19f3e2dab2f4d,Rarely,South,Strongly distrust,Very comfortable,completed,,APPROVED,Not Applicable,,66.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),Right
d60006e3-572b-4d10-bb94-77923e2cec87,0n09d4ro5ly06a3puitb0n09dd83kxzd,65b0221481be9840cf46c89f,Rarely,North,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,64.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Left
cab10f4d-c98e-413a-a596-5c2ee4ec6c7b,yq7yc5jwxiwkacoyq7ydzoefx430px0v,6623aea85272740e6caa3e0a,Sometimes,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,48.0,Female,Black,Ghana,United Kingdom,United Kingdom,English,No,Full-Time,Left
7d68b86e-492b-46ca-b5b3-9026011bd531,x2e3rm8elozjzmeqx2e3rena0gceseit,5d7e8b886984850001138382,Rarely,North,Neutral,Comfortable,completed,,APPROVED,Not Applicable,"Yes, I would be comfortable to take part in such a study",38.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
c3bb0fd5-8838-46c8-92fc-c96b93a7e936,gydnsqcbawvgahi1gydnzjlzbedlbh3u,668cfb61d0e0765f352fe963,Sometimes,North,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,46.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,,
d7d77afe-ed6a-4ea7-a8b8-08ef5373128a,slfbikxs6wy394gwihrsldydtjc1fvsp,66d582c819db73a04b11b443,Sometimes,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,47.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
1149cd48-c14c-444b-b35b-63a9bf0199c9,y9ehtv57y1t4tx5ihy9ehtvpc0wlybai,56c9e4d9b30699000bd974a5,Rarely,South,Distrust,Very comfortable,completed,,APPROVED,Not Applicable,"Yes, I would be comfortable to take part in such a study",39.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,,
525cbcdc-ce65-4157-a80b-4a4d71184346,qbepmwefh30u5jqbep6z7h1x017i9hk9,656ddcbf866b84025844f011,Often,South,Distrust,Comfortable,completed,,APPROVED,Not Applicable,,31.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
c531383f-3328-4d19-8de4-6d260947816d,vh1vlfw8h4y6rqbp14s17vh1vl9iqd98,5aa559ee1eda41000136cd9a,Sometimes,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,41.0,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Other,Left
f3673fac-93c5-4243-9f7d-9461e8fd07c3,goztbqqixy984i0m55mfgoztbqabugru,66c75715dbb32f863447cb6b,Rarely,South,Trust,Very comfortable,completed,,APPROVED,Not Applicable,,31.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
23abecf3-0e70-46dc-b850-3cc111e37b9e,cbkcwsw7cvxnhis42qcbkcwszmdy9j3g,6681614369bdb3f339514144,Sometimes,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,34.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,Left
01451c1e-a0ff-4326-8513-93203505a8b1,4dpdkpmopllh5604v7drv4dpdkc6o4vj,66792a957a70f9bab7ebfff1,Often,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,27.0,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,Centre
dba2f930-8d57-4ef1-be9f-759bcce97b64,st6dc1fitzn3hbst6dc1czi3qlxmmnnj,5e28e735ea776009d4d15c34,Rarely,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,38.0,Male,Black,Nigeria,United Kingdom,United Kingdom,English,,,
ae7578ea-dd9c-4c9a-8631-842ef7e9cb50,a2doj9p6dzijvwd1ya2doj55e3xyuyg0,6131f6711c0d96f6f1fb04af,Never,North,Trust,Comfortable,completed,,APPROVED,Not Applicable,,35.0,Male,White,Romania,United Kingdom,,Romanian,,,
9150f39b-d3d2-4a53-bd71-16a389e95a65,4wy8je7oe822hz8466yn5xxzt6wuywqi,6659e9a0dfd16592e2351cfe,Rarely,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,22.0,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Due to start a new job within the next month,Centre
2d9ac674-a7fc-4e17-a78a-f658f8653878,58s3ykrorp3yq58s3sbb1e0stjh86wtg,646d09329a9be6926ff22bed,Sometimes,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,63.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other,Right
f9ecd721-ed09-48de-829b-60f39a68196f,ynhb6m0uqder58w0tqa84ynhb62poa83,57a6891d8eccbc0001f39f89,Sometimes,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,"Yes, I would be comfortable to take part in such a study",52.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other,
6fcfd5ca-99da-4d92-9fee-f8c72e70b00c,7m0k2ek5c4aqhp03cc7m0kvvot3q7u83,664dff844e81e653a83c8260,Often,South,Distrust,Very comfortable,completed,,APPROVED,Not Applicable,,33.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Centre
2284aeee-0ae8-4ada-817d-6782c6c8846b,dfadmgo4ngfdrqwo7bkdfadmgowsb42q,62caef6da329ea6f3e110da5,Rarely,North,Trust,Very comfortable,completed,,APPROVED,Not Applicable,,47.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Left
9ac4ce38-09ed-44f4-be48-d5daedb18a51,zdj4csf9lcdplwzzdj4cvjxrv7c2aunc,5660c8ff9df648001102f010,Often,North,Trust,Uncomfortable,completed,,APPROVED,Not Applicable,,37.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
206d4b6b-8d0f-4cc3-b0b4-cfc1a40a5ffd,eegp79fws06uemplbqeegp798n6dn7os,5c698deee101fb00014fa321,Rarely,North,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,40.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
8579b874-a387-46c4-abdd-45291705f9d8,swz1g3nix83a85xkprgswz1gkgov993g,5c8d3f8bf756d40016683868,Sometimes,South,Distrust,Comfortable,completed,,APPROVED,Not Applicable,,31.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Centre
695974ee-b586-49bc-8d88-15606195a357,2bwh1jtw6l42bwbqoqvfrjezt1p3yvq8,66f5366c7e5543684f266590,Rarely,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,61.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
52632b9e-ed30-4ad7-8740-8237026ee4c4,v3g129ygxa017zplv3g12942235hrbrn,5f0f59f3bc44f50f92845a05,Never,North,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,43.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
c9e5d365-436b-4fd2-9045-fee0b68a55e8,mr0s2j0xs3zeesomrvchs5d4vsy0yfj4,5980fff19bf4fe0001070984,Rarely,North,Distrust,Neutral,completed,,APPROVED,Not Applicable,,46.0,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
c9e5d365-436b-4fd2-9045-fee0b68a55e8,mr0s2j0xs3zeesomrvchs5d4vsy0yfj4,5980fff19bf4fe0001070984,Rarely,North,Distrust,Neutral,completed,,APPROVED,Not Applicable,,46.0,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Left
9f159e63-8a35-4b58-a37b-390e49c1d095,xdjm89o7k5as09ri4mmxdjm891ktqn1h,66d820e86bbee3d1976bfcb6,Rarely,South,Neutral,Neutral,completed,,TIMED-OUT,Not Applicable,,23.0,Female,White,Poland,United Kingdom,Poland,English,Yes,Other,
223d57b0-aa9e-43fc-a3d2-7acbe38e94b3,wxemc7o9lhp0udjgsx1ntwxemc7exta0,5f05d9b96bb9040acf963b11,Sometimes,South,Trust,Very comfortable,completed,,APPROVED,Not Applicable,,32.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Left
615259f1-ce22-4756-9ea5-f96fc9670af9,vz3i9m9aaezsg2nvftmvz3i9m9rzqmjw,5c0ed000fd0c0a0001f881ea,Sometimes,South,Trust,Comfortable,completed,,RETURNED,Not Applicable,,,,,,,,,,,
3528ffbc-8c38-4cbb-b93f-2476a7ddd133,1u8n377h7ylgct78bq81u8n3777a4ajb,662e16e4d6ed60a0efed9cda,Rarely,North,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,29.0,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,,Full-Time,
a25a480e-7ae7-460a-8201-94b93efa1476,este0dr6rtul9sgesaeste0dro9qw115,665cf4259f94a044143b2fd5,Rarely,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,37.0,Prefer not to say,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
a8db391f-c2e1-4ef2-a1a5-7dfff683e419,e2zeqla5ufrlt5ze2zeq7je1bmdoqckv,5d678b1609288100014849e8,Rarely,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,"Yes, I would be comfortable to take part in such a study",38.0,Male,White,Greece,Greece,Greece,Greek,No,Full-Time,
5f139cbd-9cbf-43ac-82f5-2b40a3051bc6,3s4fbxwn37opvntan3s4fbxwz8zohq1n,5d7036ba34c25f0019dc23e8,Rarely,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,48.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
1e027b19-93a9-4b6c-9f54-be1a4a9e7ca2,kybuniuovl5f3c9hkybuniavotoxdbrk,6093e78e30fb90f291b261f9,Rarely,North,Neutral,Neutral,completed,,APPROVED,Not Applicable,,54.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,Right
4a9f8367-3674-419f-b831-c0835190a7b7,kpldh82iesnt7b72ekplewijuwj03g4n,66620a4c7767cfdec4b06fbe,Often,North,Neutral,Neutral,completed,,APPROVED,Not Applicable,,28.0,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,
0c798039-c438-4aea-a5a2-7f7a2a7146d6,6ieovsp9b36riu4un6ieovspc32yxmc8,5836f2421bf4040001eb6a36,Rarely,North,Trust,Comfortable,completed,,APPROVED,Not Applicable,,61.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,,Full-Time,
eb56a7fe-f6fd-46df-8628-d229c2521fe4,rxkaab2j775tekmv7mwy5rxkaabm84m6,644016d98e4c23d7fa37632e,Rarely,South,Neutral,Neutral,completed,,APPROVED,Not Applicable,,46.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,,,
36c39f23-31bd-4b64-9585-0a433c1fd5be,nlxqr4ppaxcd44sinlx2cmrkzr63jp4w,60d20bdca2934c2104798fff,Rarely,South,Trust,Comfortable,completed,,APPROVED,Not Applicable,,41.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",Right
ca305fa0-b4ca-40e7-9489-46aaa1972a3d,3ul1lmpiwsy3i77u3g5krl3ul1lmod9g,5ec957ac6084a1455283d2d3,Sometimes,North,Distrust,Very comfortable,completed,,APPROVED,Not Applicable,,26.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Right
c5f3874b-1348-43c6-862a-8d05e8eb0143,gnb503bfj3fme4w7gnb50pg3r2sxsf5h,6724a4283681d97e1fdb3896,Sometimes,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,31.0,Male,White,United States,United Kingdom,United States,English,No,,
b918e1fc-12f7-49cd-a744-f2a0fa068f0c,dvbfpe1v1zhuwzr5oh9b3bdvbfpe1339,5eee77689e63ac330681ffe9,Rarely,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,43.0,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,,,
bc78df10-0147-4e05-9096-93be21bc2393,zz8dg6ms2bdf5dbyzuzz8dg6msh7bjax,5b804844b26db50001a16efb,Rarely,South,Neutral,Neutral,completed,,APPROVED,Not Applicable,,30.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
71e8ab45-8563-4fd8-b4fb-86f3dac856b1,mn3z7hq1ykrhe2hfbp2mn3z7hxuyufhc,62a999b8ed876efe5ffe9599,Often,South,Neutral,Neutral,completed,,APPROVED,Not Applicable,,44.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
5f01a6c4-c14d-4bd2-b83f-d56c112cd0a0,jim8ccrik0dh9okn3c2jim8a6ixg9rwa,64428384c2928e0157125891,Rarely,North,Trust,Neutral,completed,,APPROVED,Not Applicable,,52.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
71c03d51-c272-4001-bbd0-513356588e05,fe3l9h96m36ce4zflqfe3l9h5l7zkz9r,5b4a3ab1bc06c90001f902f4,Sometimes,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,41.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,,,
314f3b34-ed0e-4ec4-9418-e356fc0f0052,veltbgv6pd2exjqtnfsxveltbgwik3mi,5e02285cac9e16dcddb845ef,Never,North,Distrust,Very comfortable,completed,,APPROVED,Not Applicable,"Yes, I would be comfortable to take part in such a study",45.0,Female,White,United Kingdom,United Kingdom,United Kingdom,English,,,
99c0ab48-c48d-4996-a0d0-2abc13f8794e,5p5kyo9e0sbof0t6s15p5ky2c4c74fl1,636d39168fe0bc0570ee8da0,Often,North,Strongly distrust,Very comfortable,completed,,APPROVED,Not Applicable,,58.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Left
20c125a3-efc7-426a-a0f4-022ccea1ef84,8fim5udo5luonxcu8om8fim55fd82h8r,665b5f8006ed0290229a468f,Often,South,Neutral,Comfortable,completed,,APPROVED,Not Applicable,,30.0,Female,Asian,,United Kingdom,United Kingdom,English,No,Full-Time,
7269e4b4-f4ba-4931-aedb-7af5c9aaa953,f1oq3o0c9s6i4ovf1oq3od154omy9vou,65d31c46f1264ee93bd998b5,Rarely,South,Neutral,Very comfortable,completed,,APPROVED,Not Applicable,,28.0,Female,Asian,Hong Kong,United Kingdom,United Kingdom,English,Yes,,
